,DayofYear,Date,Month,Year,Time(Hrs),Dst Index
192865,001,01,01,1997,00,-5.00
192866,001,01,01,1997,01,0.00
192867,001,01,01,1997,02,3.00
192868,001,01,01,1997,03,6.00
192869,001,01,01,1997,04,9.00
192870,001,01,01,1997,05,7.00
192871,001,01,01,1997,06,1.00
192872,001,01,01,1997,07,-3.00
192873,001,01,01,1997,08,0.00
192874,001,01,01,1997,09,5.00
192875,001,01,01,1997,10,2.00
192876,001,01,01,1997,11,1.00
192877,001,01,01,1997,12,1.00
192878,001,01,01,1997,13,-2.00
192879,001,01,01,1997,14,-3.00
192880,001,01,01,1997,15,-4.00
192881,001,01,01,1997,16,-6.00
192882,001,01,01,1997,17,-6.00
192883,001,01,01,1997,18,-5.00
192884,001,01,01,1997,19,-3.00
192885,001,01,01,1997,20,-6.00
192886,001,01,01,1997,21,-3.00
192887,001,01,01,1997,22,-9.00
192888,001,01,01,1997,23,-6.00
192889,002,02,01,1997,00,-4.00
192890,002,02,01,1997,01,-2.00
192891,002,02,01,1997,02,1.00
192892,002,02,01,1997,03,0.00
192893,002,02,01,1997,04,1.00
192894,002,02,01,1997,05,-1.00
192895,002,02,01,1997,06,-6.00
192896,002,02,01,1997,07,-10.00
192897,002,02,01,1997,08,-4.00
192898,002,02,01,1997,09,2.00
192899,002,02,01,1997,10,5.00
192900,002,02,01,1997,11,6.00
192901,002,02,01,1997,12,7.00
192902,002,02,01,1997,13,4.00
192903,002,02,01,1997,14,4.00
192904,002,02,01,1997,15,2.00
192905,002,02,01,1997,16,-5.00
192906,002,02,01,1997,17,-5.00
192907,002,02,01,1997,18,-3.00
192908,002,02,01,1997,19,-5.00
192909,002,02,01,1997,20,-8.00
192910,002,02,01,1997,21,-7.00
192911,002,02,01,1997,22,-6.00
192912,002,02,01,1997,23,-6.00
192913,003,03,01,1997,00,-6.00
192914,003,03,01,1997,01,-4.00
192915,003,03,01,1997,02,-1.00
192916,003,03,01,1997,03,3.00
192917,003,03,01,1997,04,4.00
192918,003,03,01,1997,05,3.00
192919,003,03,01,1997,06,2.00
192920,003,03,01,1997,07,1.00
192921,003,03,01,1997,08,1.00
192922,003,03,01,1997,09,2.00
192923,003,03,01,1997,10,3.00
192924,003,03,01,1997,11,4.00
192925,003,03,01,1997,12,4.00
192926,003,03,01,1997,13,1.00
192927,003,03,01,1997,14,1.00
192928,003,03,01,1997,15,-1.00
192929,003,03,01,1997,16,-1.00
192930,003,03,01,1997,17,0.00
192931,003,03,01,1997,18,1.00
192932,003,03,01,1997,19,-1.00
192933,003,03,01,1997,20,-1.00
192934,003,03,01,1997,21,2.00
192935,003,03,01,1997,22,2.00
192936,003,03,01,1997,23,2.00
192937,004,04,01,1997,00,1.00
192938,004,04,01,1997,01,-3.00
192939,004,04,01,1997,02,0.00
192940,004,04,01,1997,03,0.00
192941,004,04,01,1997,04,-1.00
192942,004,04,01,1997,05,-2.00
192943,004,04,01,1997,06,-2.00
192944,004,04,01,1997,07,-2.00
192945,004,04,01,1997,08,1.00
192946,004,04,01,1997,09,2.00
192947,004,04,01,1997,10,4.00
192948,004,04,01,1997,11,5.00
192949,004,04,01,1997,12,6.00
192950,004,04,01,1997,13,4.00
192951,004,04,01,1997,14,3.00
192952,004,04,01,1997,15,-1.00
192953,004,04,01,1997,16,-1.00
192954,004,04,01,1997,17,-2.00
192955,004,04,01,1997,18,-2.00
192956,004,04,01,1997,19,0.00
192957,004,04,01,1997,20,1.00
192958,004,04,01,1997,21,0.00
192959,004,04,01,1997,22,-2.00
192960,004,04,01,1997,23,-5.00
192961,005,05,01,1997,00,-7.00
192962,005,05,01,1997,01,-5.00
192963,005,05,01,1997,02,-3.00
192964,005,05,01,1997,03,3.00
192965,005,05,01,1997,04,4.00
192966,005,05,01,1997,05,3.00
192967,005,05,01,1997,06,4.00
192968,005,05,01,1997,07,4.00
192969,005,05,01,1997,08,3.00
192970,005,05,01,1997,09,1.00
192971,005,05,01,1997,10,3.00
192972,005,05,01,1997,11,6.00
192973,005,05,01,1997,12,3.00
192974,005,05,01,1997,13,1.00
192975,005,05,01,1997,14,3.00
192976,005,05,01,1997,15,5.00
192977,005,05,01,1997,16,8.00
192978,005,05,01,1997,17,7.00
192979,005,05,01,1997,18,6.00
192980,005,05,01,1997,19,3.00
192981,005,05,01,1997,20,2.00
192982,005,05,01,1997,21,7.00
192983,005,05,01,1997,22,9.00
192984,005,05,01,1997,23,6.00
192985,006,06,01,1997,00,8.00
192986,006,06,01,1997,01,8.00
192987,006,06,01,1997,02,9.00
192988,006,06,01,1997,03,11.00
192989,006,06,01,1997,04,9.00
192990,006,06,01,1997,05,8.00
192991,006,06,01,1997,06,7.00
192992,006,06,01,1997,07,8.00
192993,006,06,01,1997,08,9.00
192994,006,06,01,1997,09,10.00
192995,006,06,01,1997,10,7.00
192996,006,06,01,1997,11,6.00
192997,006,06,01,1997,12,9.00
192998,006,06,01,1997,13,11.00
192999,006,06,01,1997,14,11.00
193000,006,06,01,1997,15,10.00
193001,006,06,01,1997,16,6.00
193002,006,06,01,1997,17,3.00
193003,006,06,01,1997,18,2.00
193004,006,06,01,1997,19,3.00
193005,006,06,01,1997,20,7.00
193006,006,06,01,1997,21,10.00
193007,006,06,01,1997,22,12.00
193008,006,06,01,1997,23,16.00
193009,007,07,01,1997,00,23.00
193010,007,07,01,1997,01,22.00
193011,007,07,01,1997,02,9.00
193012,007,07,01,1997,03,-1.00
193013,007,07,01,1997,04,-6.00
193014,007,07,01,1997,05,-14.00
193015,007,07,01,1997,06,-17.00
193016,007,07,01,1997,07,-14.00
193017,007,07,01,1997,08,-12.00
193018,007,07,01,1997,09,-8.00
193019,007,07,01,1997,10,-10.00
193020,007,07,01,1997,11,-8.00
193021,007,07,01,1997,12,-9.00
193022,007,07,01,1997,13,-10.00
193023,007,07,01,1997,14,-6.00
193024,007,07,01,1997,15,-5.00
193025,007,07,01,1997,16,-6.00
193026,007,07,01,1997,17,-10.00
193027,007,07,01,1997,18,-9.00
193028,007,07,01,1997,19,-15.00
193029,007,07,01,1997,20,-14.00
193030,007,07,01,1997,21,-8.00
193031,007,07,01,1997,22,-2.00
193032,007,07,01,1997,23,6.00
193033,008,08,01,1997,00,4.00
193034,008,08,01,1997,01,-1.00
193035,008,08,01,1997,02,-2.00
193036,008,08,01,1997,03,-3.00
193037,008,08,01,1997,04,-2.00
193038,008,08,01,1997,05,-3.00
193039,008,08,01,1997,06,-5.00
193040,008,08,01,1997,07,-8.00
193041,008,08,01,1997,08,-10.00
193042,008,08,01,1997,09,-11.00
193043,008,08,01,1997,10,-10.00
193044,008,08,01,1997,11,-10.00
193045,008,08,01,1997,12,-10.00
193046,008,08,01,1997,13,-7.00
193047,008,08,01,1997,14,-4.00
193048,008,08,01,1997,15,2.00
193049,008,08,01,1997,16,2.00
193050,008,08,01,1997,17,3.00
193051,008,08,01,1997,18,6.00
193052,008,08,01,1997,19,5.00
193053,008,08,01,1997,20,4.00
193054,008,08,01,1997,21,3.00
193055,008,08,01,1997,22,5.00
193056,008,08,01,1997,23,4.00
193057,009,09,01,1997,00,7.00
