,DayofYear,Date,Month,Year,Time(Hrs),Dst Index
17545,001,01,01,1977,00,-14.00
17546,001,01,01,1977,01,-15.00
17547,001,01,01,1977,02,-16.00
17548,001,01,01,1977,03,-20.00
17549,001,01,01,1977,04,-25.00
17550,001,01,01,1977,05,-27.00
17551,001,01,01,1977,06,-24.00
17552,001,01,01,1977,07,-23.00
17553,001,01,01,1977,08,-23.00
17554,001,01,01,1977,09,-23.00
17555,001,01,01,1977,10,-19.00
17556,001,01,01,1977,11,-19.00
17557,001,01,01,1977,12,-23.00
17558,001,01,01,1977,13,-23.00
17559,001,01,01,1977,14,-22.00
17560,001,01,01,1977,15,-20.00
17561,001,01,01,1977,16,-17.00
17562,001,01,01,1977,17,-18.00
17563,001,01,01,1977,18,-20.00
17564,001,01,01,1977,19,-18.00
17565,001,01,01,1977,20,-18.00
17566,001,01,01,1977,21,-28.00
17567,001,01,01,1977,22,-25.00
17568,001,01,01,1977,23,-19.00
17569,002,02,01,1977,00,-22.00
17570,002,02,01,1977,01,-24.00
17571,002,02,01,1977,02,-24.00
17572,002,02,01,1977,03,-27.00
17573,002,02,01,1977,04,-27.00
17574,002,02,01,1977,05,-23.00
17575,002,02,01,1977,06,-23.00
17576,002,02,01,1977,07,-23.00
17577,002,02,01,1977,08,-25.00
17578,002,02,01,1977,09,-25.00
17579,002,02,01,1977,10,-24.00
17580,002,02,01,1977,11,-24.00
17581,002,02,01,1977,12,-29.00
17582,002,02,01,1977,13,-27.00
17583,002,02,01,1977,14,-24.00
17584,002,02,01,1977,15,-23.00
17585,002,02,01,1977,16,-17.00
17586,002,02,01,1977,17,-16.00
17587,002,02,01,1977,18,-17.00
17588,002,02,01,1977,19,-14.00
17589,002,02,01,1977,20,-14.00
17590,002,02,01,1977,21,-13.00
17591,002,02,01,1977,22,-13.00
17592,002,02,01,1977,23,-13.00
17593,003,03,01,1977,00,-12.00
17594,003,03,01,1977,01,-10.00
17595,003,03,01,1977,02,-11.00
17596,003,03,01,1977,03,-12.00
17597,003,03,01,1977,04,-10.00
17598,003,03,01,1977,05,-9.00
17599,003,03,01,1977,06,-11.00
17600,003,03,01,1977,07,-12.00
17601,003,03,01,1977,08,-11.00
17602,003,03,01,1977,09,-11.00
17603,003,03,01,1977,10,-10.00
17604,003,03,01,1977,11,-8.00
17605,003,03,01,1977,12,-10.00
17606,003,03,01,1977,13,-10.00
17607,003,03,01,1977,14,-8.00
17608,003,03,01,1977,15,-11.00
17609,003,03,01,1977,16,-12.00
17610,003,03,01,1977,17,-22.00
17611,003,03,01,1977,18,-28.00
17612,003,03,01,1977,19,-25.00
17613,003,03,01,1977,20,-19.00
17614,003,03,01,1977,21,-16.00
17615,003,03,01,1977,22,-17.00
17616,003,03,01,1977,23,-14.00
17617,004,04,01,1977,00,-11.00
17618,004,04,01,1977,01,-12.00
17619,004,04,01,1977,02,-13.00
17620,004,04,01,1977,03,-12.00
17621,004,04,01,1977,04,-12.00
17622,004,04,01,1977,05,-14.00
17623,004,04,01,1977,06,-9.00
17624,004,04,01,1977,07,-11.00
17625,004,04,01,1977,08,-11.00
17626,004,04,01,1977,09,-12.00
17627,004,04,01,1977,10,-15.00
17628,004,04,01,1977,11,-19.00
17629,004,04,01,1977,12,-19.00
17630,004,04,01,1977,13,-22.00
17631,004,04,01,1977,14,-30.00
17632,004,04,01,1977,15,-35.00
17633,004,04,01,1977,16,-36.00
17634,004,04,01,1977,17,-34.00
17635,004,04,01,1977,18,-34.00
17636,004,04,01,1977,19,-34.00
17637,004,04,01,1977,20,-32.00
17638,004,04,01,1977,21,-30.00
17639,004,04,01,1977,22,-27.00
17640,004,04,01,1977,23,-26.00
17641,005,05,01,1977,00,-26.00
17642,005,05,01,1977,01,-24.00
17643,005,05,01,1977,02,-21.00
17644,005,05,01,1977,03,-20.00
17645,005,05,01,1977,04,-18.00
17646,005,05,01,1977,05,-12.00
17647,005,05,01,1977,06,-10.00
17648,005,05,01,1977,07,-8.00
17649,005,05,01,1977,08,-13.00
17650,005,05,01,1977,09,-7.00
17651,005,05,01,1977,10,-8.00
17652,005,05,01,1977,11,-9.00
17653,005,05,01,1977,12,-14.00
17654,005,05,01,1977,13,-17.00
17655,005,05,01,1977,14,-15.00
17656,005,05,01,1977,15,-9.00
17657,005,05,01,1977,16,-13.00
17658,005,05,01,1977,17,-16.00
17659,005,05,01,1977,18,-14.00
17660,005,05,01,1977,19,-20.00
17661,005,05,01,1977,20,-23.00
17662,005,05,01,1977,21,-30.00
17663,005,05,01,1977,22,-27.00
17664,005,05,01,1977,23,-22.00
17665,006,06,01,1977,00,-21.00
17666,006,06,01,1977,01,-27.00
17667,006,06,01,1977,02,-20.00
17668,006,06,01,1977,03,-18.00
